assessmentId,internalTaxonId,scientificName,LiteratureMass,MassMesurement,MassSource,Remove,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,citation,uncertainty,specificity,population,populationTrend,negation,SuperArchipelago,Archipelago,ArchipelagoPreviouslyInhabited,ArchipelagoColonised,Location,LocationColonised,LocationPreviouslyInhabited,WeigeltID,Mass,NewColony,Island,LakeSpring ,range,useTrade,systems,conservationActions,realm,yearLastSeen,yearLastSeen_cleaned,possiblyExtinct,possiblyExtinctInTheWild,scopes,z,scientificName_1,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes,Edit notes,References
69633018,69620808,Galba vancouverensis,,,,,Extinct,,2017,2015-09-01 00:00:00 UTC,3.1,English,"The only known record for <em>Galba vancouverensis</em> is the type locality reported in Baker (1939) from  southern Vancouver Island, and documentation of the species as extirpated in San Juan  Islands in extreme northwest Washington. If it is taxonomically  valid, this species has not been seen in several decades and may now be extinct.",No specific habitat information is available for this species.,Southern Vancouver Island is a highly developed area and it is likely that many freshwater habitats have been impacted and continue to face threats such as development and habitat loss (Lee 2000).,Yes,Yes,4 Non-specific threats,There are no known extant populations of <em>Galba vancouverensis</em>.,,,,,,,Vancouver Island,1790,Yes,21566,,Yes,Yes,,"This species is only known from the type locality (Hospital, Nanaimo) in the southern part of Vancouver Island, British Columbia (Baker 1939, Burch 1989). It was also known from the San Juan Islands in extreme northwest Washington (WA NHP pers. comm. 2004). The species has not been seen in several decades and may now be extinct. The species was listed as ""possibly extinct"" by Johnson <em>et al</em>. (2013).",,Freshwater (=Inland waters),There are no conservation measures in place for this species as it is presumed extinct.,Nearctic,1939,1939,FALSE,FALSE,Global,Galba vancouverensis,Galba vancouverensis,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Galba,vancouverensis,,,,,"(Baker, 1939)",,,
94995836,22728763,Gallinula nesiotis,,,,,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species is likely to have become Extinct in the late 19<sup>th</sup> century <em></em>as a result of predation by rats<em></em>, though this may have been in combination with feral cat and pig predation, habitat destruction and hunting by islanders.","Its ecology is unknown, but is likely to have been similar to <em>G. comeri</em>.  <p></p>","It became extinct as a result of hunting, predation by introduced rats, cats and pigs, and habitat destruction by fire (Taylor and van Perlo 1998).<br/><p></p>",Yes,No,5 Specific description,No extant population remains.,,,St Helena,St Helena,No,1658,Tristan da Cunha,,,,512.99,Yes,Yes,,"<em>Gallinula nesiotis </em>was endemic to<em> </em><strong>Tristan da Cunha (to UK)</strong>. It was abundant up until 1852, but rare by 1873, and had become extinct by the end of the 19th century (Taylor and van Perlo 1998)<strong><sup></sup></strong>. At least 15 specimens are claimed to have been collected, including at least seven that have been traced, of which only two in Tring and one in Harvard are authentic<strong><sup> </sup></strong>beyond doubt (Beintema 1972). Gough Moorhen <em>G. comeri</em> was introduced to Tristan da Cunha in 1956.<br/><strong> </strong> <p></p>",,Terrestrial|Freshwater (=Inland waters),,Afrotropical,1900,1900,FALSE,FALSE,Global,Gallinula nesiotis,Gallinula nesiotis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,nesiotis,,,,,"P. Sclater, 1861","<em>Gallinula nesiotis </em>and <em>G. comeri </em>(del Hoyo and Collar 2014) were previously lumped as <em>G. nesiotis</em> following Sibley and Monroe (1990, 1993) and Groenenburg <em>et al.</em> (2008, 2009), and before that had been treated as separate species by Collar and Stuart (1985).<em><p></p></em>",,
18229604,8888,Gambusia amistadensis,,,,,Extinct,,2013,2012-02-03 00:00:00 UTC,3.1,English,"This species is listed as Extinct because the only population was exterminated by a reservoir, and captive populations were genetically contaminated by western mosquitofish.","This species inhabited a large vegetated spring and its effluent (Minckley et al. 1991, Page and Burr 2011).","Its habitat was inundated by the Amistad Reservoir, extirpating the species in its natural range.",No,No,6 Clear justification of specific extinction cause,"No occurrences remain.<br/><br/>Extinct (Hubbs and Jensen 1984, USFWS 1987, Miller et al. 1989, Robins et al. 1991). See Minckley et al. (1991) for a detailed account of the history of this species and Goodenough Spring.",,,,,,,Texas,,,,,Yes,No,Yes,"Historical range included Goodenough Spring and adjacent spring run, which flowed 1.3 km to Rio Grande, Val Verde County, Texas. Captive stocks that formerly existed at the University of Texas and Dexter Fish Lab are now extinct (contaminated with mosquitofish).",,Freshwater (=Inland waters),"This species is extinct and does not require protection or management, monitoring, or research action.",Nearctic,,,FALSE,FALSE,Global,Gambusia amistadensis,Gambusia amistadensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,amistadensis,,,,,"Peden, 1973",,,
18233501,8891,Gambusia georgei,,,,,Extinct,,2013,2012-02-03 00:00:00 UTC,3.1,English,This species is listed as Extinct because no genetically pure individuals have been found since 1983.,"Historical habitat included a large vegetated spring and its effluent (Page and Burr 2011); shallow, quiet, mud-bottomed, shoreline areas without dense vegetation in the thermally constant main channel. Formerly this species was common under the shade of bridges. Primary habitat requirements appear to be clean, clear water of a relatively stable temperature (Matthews and Moseley 1990).","Decline was due to reduced spring flows and pollution, including herbicide spraying along the river; introduced fishes; spread of an ornamental plant (Elephant Ears, <em>Colocasia esculenta</em>); and, as it became rare, hybridization with <em>Gambusia affinis</em> (Miller <em>et al</em>. 1989).",Yes,No,6 Clear justification of specific extinction cause,"No occurrences are extant.<br/><br/>Population in 1969 was estimated at less than 1,000 individuals; genetically pure individuals have not been collected since 1983 (Johnson and Hubbs 1989); presumed extinct (Miller <em>et al.</em> 1989, USFWS 1990).",,,,,,,Texas,,,,,Yes,No,Yes,"Its historical range included the San Marcos Spring and upper few kilometres of the San Marcos River, Texas (Hubbs and Peden 1969, Page and Burr 2011).",,Freshwater (=Inland waters),"This species is extinct and does not require protection or management, monitoring, or research action.",Nearctic,1983,1983,FALSE,FALSE,Global,Gambusia georgei,Gambusia georgei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,georgei,,,,,"Hubbs & Peden, 1969",,,
4167779,135637,Gasterosteus crenobiontus,,,,,Extinct,,2008,2008-01-01 00:00:00 UTC,3.1,English,"The species was last recorded in the 1960's. The extinction is a result of hybridisation with <em>G. aculeatus</em>. The springs inhabited by <em>G. crenobiontus</em> used to be separated from the habitat of <em>G. aculeatus</em> by a hypersaline lake that served as a barrier between the species. Irrigation works transformed the lake into a brackish one, which was invaded by migratory <em>G. aculeatus</em>. Survey work since the 1960's, most recently in 1998, have failed to find the species.","<strong>Habitat</strong>: <br/>Freshwater springs. <br/><br/><strong>Biology</strong>: <br/>Spawns during an extended period, in February-October.",Hybridisation with <em>G. aculeatus</em> which invaded its habitat when irrigation transformed the hypersaline lake which served as a natural barrier between the two species.,No,No,6 Clear justification of specific extinction cause,"Last recorded in the 1960's. Further surveys, most recently in 1998, all failed to find the species.",,,,,,,Romania,,,,,No,No,Yes,Romania: freshwater springs of hypersaline littoral Lake Techirghiol (south of Constanta).,,Freshwater (=Inland waters),None.,Palearctic,1960s,1965,FALSE,FALSE,Global & Europe,Gasterosteus crenobiontus,Gasterosteus crenobiontus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Gasterosteus,crenobiontus,,,,,"Bǎcescu &amp; Mayer, 1956","This species' taxonomic status is unclear, and it may be a synonym of the congener <em>G. aculeatus</em>.",,
12939455,8953,Gastrocopta chichijimana,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Japan,Japan,Yes,,,,,,,No,Yes,,,,Terrestrial,,Oceanian,,,FALSE,FALSE,Global,Gastrocopta chichijimana,Gastrocopta chichijimana,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Gastrocopta,chichijimana,,,,,"Pilsbry, 1916",,,
12939505,8954,Gastrocopta ogasawarana,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Japan,Japan,Yes,,,,,,,No,Yes,,,,Terrestrial,,Oceanian,,,FALSE,FALSE,Global,Gastrocopta ogasawarana,Gastrocopta ogasawarana,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Gastrocopta,ogasawarana,,,,,"Pilsbry, 1916",,,
12383518,6061,Cylindraspis indica,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,This species was endemic to Réunion.  It has not been recorded since 1800.,,,No,,0 Missing,The species is thought to have become extinct in 1800.,,,Indian Ocean,Mascarenes,No,1634,Reunion,1665,No,53611,127549,Yes,Yes,,<em>Cylindraspis indica</em> was known only from Réunion.,,Terrestrial,,Afrotropical,1800,1800,FALSE,FALSE,Global,Aldabrachelys gigantea,Cylindraspis indica,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Cylindraspis,indica,,,,,"(Schneider, 1783)","The 1996 and 2000 IUCN Red Lists included <i>C. borbonica</i> as a separate species, this is now placed as a synonym of <i>C. indica</i>.",,
12385198,6062,Cylindraspis inepta,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,"Known only from Mauritius, this species has not been recorded since the early 18th century.",,Hunting pressures and possibly the introduction of predators and competitive species to the island may have resulted in the demise of this species.,No,Yes,4 Non-specific threats,It has not been recorded since the early eighteenth century.,,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,8196,Yes,Yes,,<em>Cylindraspis inepta</em> was endemic to Mauritius.,,Terrestrial,,Afrotropical,early 18th century,1710,FALSE,FALSE,Global,Cylindraspis inepta,Cylindraspis inepta,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Cylindraspis,inepta,,,,,"(Günther, 1873)",,,
12948738,9000,Genophantis leahi,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Hawaiian Islands,Hawaiian Islands,Yes,1778,"Maui, Oahu, Molokai, Hawaii",,,,,Yes,Yes,,,,Terrestrial,,Oceanian,early 1900s,1905,FALSE,FALSE,Global,Genophantis leahi,Genophantis leahi,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,Genophantis,leahi,,,,,"Swezey, 1910",,,
12388776,6063,Cylindraspis peltastes,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,"Known only from the island of Rodrigues, this species has not been recorded since 1800.",,"Hunting pressures, direct habitat alteration by man and the introduction of predators and competitive species are cited as the causes of this species' extinction.",No,No,4 Non-specific threats,The species is thought to have become extinct in 1800.,,,Indian Ocean,Mascarenes,No,1634,Rodrigues,1735,No,53693,3848,Yes,Yes,,"<em>Cylindraspis peltastes</em> was endemic to the island of Rodrigues, Mauritius.",,Terrestrial,,Afrotropical,1800,1800,FALSE,FALSE,Global,Cylindraspis peltastes,Cylindraspis peltastes,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Cylindraspis,peltastes,,,,,"(Duméril &amp; Bibron, 1835)",,,
12390055,6064,Cylindraspis triserrata,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,"Known only from Mauritius, this species has not been recorded since the early eighteenth century.",,Hunting pressures from humans and introduced predators and competitive species have been blamed for the extinction of this species.,No,No,4 Non-specific threats,It has not been recorded since the early eighteenth century.,,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,78524,Yes,Yes,,<em>Cylindraspis triserrata</em> was endemic to Mauritius.,,Terrestrial,,Afrotropical,early 18th century,1710,FALSE,FALSE,Global,Cylindraspis triserrata,Cylindraspis triserrata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Cylindraspis,triserrata,,,,,"(Günther, 1873)",,,
21426550,9066,Geonemertes rodericana,,,,,Extinct,,2014,2013-01-28 00:00:00 UTC,3.1,English,"This species was only recorded in 1918. Its survival has rarely been investigated but in 1993 it could not be located. Since 1874 all of the forest habitat on Rodriguez island has been cleared for agriculture and development. Since then small areas have been replanted for forestry or conservation, but this left several decades with no suitable habitat for<em> Geonemertes rodericana</em>. It is assessed as Extinct and it is highly probable that it became extinct in the early 20th century.",Historically it was found in damp woods on rotten wood and under decaying leaves.,The species was threatened in the 19th and 20th centuries by habitat destruction. This resulted in the complete loss of forest cover from the island and probably the extinction of this species.,No,No,5 Specific description,"In 1874 it was recorded as ''tolerably abundant"" although most of the forest had already been cut down. In 1918 it ""appeared to exist in far greater quantities than the terrestrial planarians, but these often live together in the same place"". The species has not been found since 1918 and is thought to be extinct.",,,Indian Ocean,Mascarenes,No,1634,Rodrigues,1735,No,53693,,Yes,Yes,,"This species was known only from Rodrigues Island where it was discovered in 1874. Since then all forest habitat on the island has been lost and the species has not been located since 1918, despite searches in 1993 in plantations. The species is assumed to be extinct.",,Terrestrial,No conservation actions were taken before the extinction of this species.,Afrotropical,1918,1918,FALSE,FALSE,Global,Geonemertes rodericana,Geonemertes rodericana,ANIMALIA,NEMERTINA,ENOPLA,HOPLONEMERTEA,PROSORHOCHMIDAE,Geonemertes,rodericana,,,,,"(Gulliver, 1879)",,,
91286832,173096,Germainaia geayi,,,,,Extinct,,2016,2016-06-14 00:00:00 UTC,3.1,English,"This species is thought to be endemic to Madagascar. However, no precise type locality is known and considering that Geay also collected in New Zealand and Australia in 1908, where he died, the origin of the material remains uncertain. Graf and Cummings (2009, 2011) do accept that the material originates from Madagascar, adding that its family classification remains doubtful (incertae sedis), i.e. either Unionidae (with Laurasian and African distribution) or Hyriidae (Australian- S. American).<br/><br/>If this species indeed comes from Madagascar then besides the three specimens collected in 1904-1908 from an unknown locality, it has never been re-found despite surveys in probable habitats. The species is therefore assessed as Extinct.",Habitats are unknown but it must have been found from a permanent river or relatively extensive lake.,The threats leading to the extinction of this species are unknown.,No,Yes,"2 Extinction cause specied as unknown, or similar.",Only three specimens of this species have been preserved.,,,Indian Ocean,,,,Madagascar,1508,Yes,54284,,Yes,Yes,,"This species was collected from an unknown locality on Madagascar.&#160;However, no precise type locality is known and considering that Geay also collected in New Zealand and Australia in 1908, where he died, the origin of the material remains uncertain.",This species was not used.,Freshwater (=Inland waters),No conservation actions were implemented before the species went extinct.,Afrotropical,1904-1908,1906,FALSE,FALSE,Global,Germainaia geayi,Germainaia geayi,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Germainaia,geayi,,,,,"(Germain, 1911)","The genus name <em>Germainaia </em>was created by Graf &amp; Cummings (2009) for a few medium sized najad shells that had been collected by the French naturalist Martin-François Geay during his explorations in Madagascar (1904-1908) and originally described as <em>Unio</em> (<em>Nodularia</em>) <em>geayi</em>&#160;by Germain (2011). No precise type locality is known and considering that Geay also collected in New Zealand and Australia in 1908, where he died, the origin of the material remains uncertain. Graf and Cummings (2009, 2011) do accept that the material originates from Madagascar, adding that its family classification remains doubtful (incertae sedis), i.e. either Unionidae (with Laurasian and African distribution) or Hyriidae (Australian- S. American).",,
93982219,22704724,Gerygone insularis,,,,,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species was endemic to Lord Howe Island, Australia, but was driven Extinct by the depredations of introduced rats. It was last recorded in 1928, with none found on a survey in 1936.","It was a canopy-dwelling forest species (Hull 1909), feeding on small insects and spiders (Sharland 1929).  <p></p>","Presumably its extinction resulted from nest predation by rats<strong> </strong>(Recher 1974). Disease from introduced passerines may also have been a factor (McAllan <span style=""font-style: italic;"">et al.</span> 2004).<br/><p></p>",Yes,Yes,5 Specific description,No extant population remains.,,,Australia,,,,Lord Howe Island,1834,No,76959,,Yes,Yes,,"<em>Gerygone insularis </em>was an abundant endemic to Lord Howe Island, <strong>Australia</strong>, until the island was colonised by rats from a shipwreck in 1918<strong></strong>. It was heard frequently in 1928 (Sharland 1929) but could not be found on a visit in 1936<strong> </strong>(Hindwood 1940), and there are no subsequent records<strong> </strong>(Recher and Clark 1974).  <p></p>",,Terrestrial,,Oceanian,1936,1936,FALSE,FALSE,Global,Gerygone insularis,Gerygone insularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Gerygone,insularis,,,,,"Ramsay, 1879",,,
12967161,9179,Gibbus lyonetianus,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,,Yes,Yes,,,,Terrestrial,,Afrotropical,1905,1905,FALSE,FALSE,Global,Gibbus lyonetianus,Gibbus lyonetianus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STREPTAXIDAE,Gibbus,lyonetianus,,,,,"Pallas, 1780",,,
207441342,9183,Gila crassicauda,,,,,Extinct,,2021,2012-02-08 00:00:00 UTC,3.1,English,"This species is listed as Extinct because it has not been collected since the 1950s, despite extensive fish surveys.","Habitat includes marshes and backwaters along rivers and lake margins (Page and Burr 2011). Thicktail chubs were originally abundant in lowland lakes and sloughs, slow-moving stretches of river, and, during years of heavy run-off, the surface waters of San Francisco Bay (Moyle 1976).","Extinction probably resulted from change in habitat: removal of tule beds; drainage of large lakes; reduction in stream flows; alteration of stream channels; introduction of exotic species (Moyle 1976). Dam building, introduction of non-native competitors, interbreeding and hybridization, and water diversion for irrigation all contributed to extinction (Day 1981).",Yes,Yes,6 Clear justification of specific extinction cause,None remaining.<br/><br/>This species was still numerous through the 1880s. Evidence indicates that it was the third most abundant food source for local Indians before European settlement (Day 1981). Formerly it was sold in fish markets.,,,,,,,California,,,,,Yes,No,,"This species formerly was abundant and widespread in lakes and sloughs of the Sacramento-San Joaquin Valley; Clear Lake (Lake County); and Pajaro River, Salinas River, and San Francisco Bay drainages, California (Moyle 2002, Page and Burr 2011). The last specimen was collected from Cache Slough, near Rio Vista, in late 1950s (Moyle 1976, Miller <em>et al</em>. 1989).",Evidence indicates that it was the third most abundant food source for local Indians before European settlement (Day 1981). Formerly it was sold in fish markets.,Freshwater (=Inland waters),This species is extinct.,Nearctic,,,FALSE,FALSE,Global,Gila crassicauda,Gila crassicauda,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Gila,crassicauda,,,,,"(Baird & Girard, 1854)",,,
12971422,9244,Glaucopsyche xerces,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,,,,,California,,,,,Yes,No,,,,Terrestrial,,Nearctic,early 1940s,1945,FALSE,FALSE,Global,Glaucopsyche xerces,Glaucopsyche xerces,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Glaucopsyche,xerces,,,,,"(Boisduval, 1852)",,,
12391587,6065,Cylindraspis vosmaeri,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,"Known only from the island of Rodrigues, this species has not been recorded since 1800.",,Hunting pressures and the introduction of predators and competitive species are thought to have contributed to the demise of this species.,No,No,4 Non-specific threats,It was last recorded in 1800.,,,Indian Ocean,Mascarenes,No,1634,Rodrigues,1735,No,53693,78524,Yes,Yes,,"<em>Cylindraspis vosmaeri</em> was endemic to the island of Rodrigues, Mauritius.",,Terrestrial,,Afrotropical,1800,1800,FALSE,FALSE,Global,Cylindraspis vosmaeri,Cylindraspis vosmaeri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Cylindraspis,vosmaeri,,,,,"(Suckow, 1798)",,,
12982220,9329,Gonidomus newtoni,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,,Yes,Yes,,,,Terrestrial,,Afrotropical,1867,1867,FALSE,FALSE,Global,Gonidomus newtoni,Gonidomus newtoni,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STREPTAXIDAE,Gonidomus,newtoni,,,,,"Adams, 1867",,,
12982682,9392,Gonospira nevilli,,,,,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,No,,0 Missing,,,,Indian Ocean,Mascarenes,No,1634,Mauritius,1638,No,53663,,Yes,Yes,,,,Terrestrial,,Afrotropical,,,FALSE,FALSE,Global,Gonospira nevilli,Gonospira nevilli,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STREPTAXIDAE,Gonospira,nevilli,,,,,"Adams, 1867",,,
216881879,216881863,Govenia floridana,,,,,Extinct,,2022,2022-05-11 00:00:00 UTC,3.1,English,"<p><em>Govenia floridana</em> was endemic to Florida, USA where it was only known from a single tropical hardwood hammock on Long Pine Key within Everglades National Park. When this species was first discovered in 1957 the population consisted of 25 individuals (Gann 2015). The total population was fewer than 10 plants at the time of the final verified collection and sighting in 1964 (Gann 2015). Hurricane Donna in 1960 altered the conditions in the hammock where <em>G. floridana</em> was located (Luer 1972). This did not appear to initially have any impact on the existing plants, but it may have contributed to their subsequent decline. Removal of plants and trampling of the site by poachers was reported at the time of the final collection and likely constituted a threat to this species (Gann 2015). Attempts to rediscover <em>G. floridana</em> have been made throughout the hammock where it was once found, as well as in other hardwood hammocks on Big Pine Key with similar conditions, by multiple experts for many years (Gann <em>et al</em>. 2009, Gann 2015). While ephemeral in nature, it is large and distinctive both vegetatively and in flower and therefore probably not easily overlooked (Luer 1972, Brown 2000). Thus, having not been seen for 58 years despite these efforts, the available evidence suggests that this species is Extinct.<br/><br/>An Extinct assessment for this taxon is supported by application of the Records and Surveys Model, as outlined by&#160;Thompson<em>&#160;et al</em>. (2017). Applying the Records and Surveys Model gives a probability of extinction of 0.99. For the&#160; Threats Model, given the uncertainties about which threat(s) are responsible for the extinction of this species and how much of the range they affected, the maximum uncertainty was applied which resulted in a probability of extinction of 0.25. This meant that the combined results only gave an average probability of extinction of 0.62. However, the weighted averages result for the probability of extinction ranges from 0,9 to 0.99, hence the maximum probability gives the same result of EX, and is therefore considered to be acceptable. See attached Supplementary Information document for further details.</p>",<p><em>Govenia floridana</em> is a terrestrial orchid that grew in deep hummus on the forest floor of heavily shaded tropical hardwood hammock habitat in Everglades National Park. It was reported to flower between November and December (Luer 1972).</p>,"<p>Poaching and trampling of the site by collectors may have contributed to this orchid’s decline and eventual disappearance from its only known locality (Gann 2015). In 1960 Hurricane Donna significantly altered conditions in the single hardwood hammock where this species occurred, increasing light penetration to the forest floor and causing an increase in understory vegetation. Altered conditions did not appear to have an immediate impact on the population of <em>Govenia floridana</em>, but may have contributed to its decline (Luer 1972). Long Pine Key, where this orchid was located, is protected within Everglades National Park. However, development and habitat degradation in South Florida has resulted in the loss of most potentially suitable hardwood hammock habitat outside the park (Loope and Avery 1979).&#160;</p>",Yes,Yes,6 Clear justification of specific extinction cause,"When discovered in 1957, the only known population of <em>Govenia floridana</em> consisted of 25 individuals. When the last verified record of this species was made in 1964, the population consisted of fewer than 10 individuals. There have been no verified reports or collections since 1964 and this species is presumed extinct (Gann 2015).",,,,,,,Florida,,,,,Yes,No,Yes,<p><em>Govenia floridana</em> was endemic to a single hardwood hammock 4–8 km<sup>2</sup> in size on Long Pine Key within Everglades National Park in south Florida (NatureServe 2022). All other suitable habitat on Long Pine Key (an area of 77 km<sup>2</sup>) has been surveyed at least once and no evidence of this species has been detected outside the known former area of occurrence (Gann 2009).</p>,The species was collected for ornamental purposes.,Terrestrial,,Nearctic,1964,1964,FALSE,FALSE,Global,Govenia floridana,Govenia floridana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Govenia,floridana,,,,,P.M.Br.,"<p><em>Govenia floridana</em> was initially identified as the more widespread tropical species <em>Govenia utriculata </em>when discovered in 1957. However, the Florida population differs from <em>G. utriculata</em> in that the sheaths are not inflated, it is nearly polygonal in cross section, the column is prominently winged, and the petals are spotted (Greenwood 1991). Based on these differences, <em>Govenia floridana</em> was established as a distinct species by Brown (2000).</p>",,
10390353,41027,Graecoanatolica macedonica,,,,,Extinct,,2011,2009-11-27 00:00:00 UTC,3.1,English,"The species was first listed as Extinct in 2000. Population declines were first noted in the 1970s when lake levels were lowered. In 1988 a massive outflow event resulted in a catastrophic drop in lake level of 60 cm, isolating the zone were the species is normally found. This combined with interference of inflow streams, and hot, dry summers have led to extensive damage to the entire lake's littoral zone. Repeated visits to the area between 1992 and 2000 failed to locate the species leading to the conclusion that the species should be considered extinct. However some shells of this species were collected in 2009 (Fischer <span style=""font-style: italic;"">et al</span>. 2009), so there are two possible conclusions a) these are subfossil shells washed out from sediment b) that it is possible that the species may have survived in a small groundwater source and that species is extant. As the species was not live collected, it is still considered Extinct, however if more dead shells continue to be found then the species should be considered as Critically Endangered (Possibly Extinct) and intensive surveys and rehabilitation programmes will be required. <br/><br/>This species has also been assessed at the regional level:<p>Europe: : Extinct (EX)<br/>EU 27: Extinct (EX)<br/>  Mediterranean: Extinct (EX)</p>","<em>Graecoanatolica macedonica</em> was a freshwater species. It was restricted to stony and sandy substrates in the littoral zone of Lake Dorjan, usually at depths of 0 to approximately 50 cm (Ryan and Griffiths 2001).","The species is thought to have become extinct as a result of habitat loss through water abstraction (Ryan and Griffiths 2001). Lake levels declined from maximum water depth of 10.4 m in the 1930s to 5.6 m in 1995, and water abstraction is still ongoing in the area as the lake's feeder streams and underlying aquifer continue to be used for agricultural purposes (Ryan and Griffiths 2001). Recently, shells have been found at the lake, suggesting that it is possible that the species may survive in a small pocket, or has modified it's habitat.",Yes,Yes,6 Clear justification of specific extinction cause,"The population was noted to have suffered declines in the 1970s as the lakes water levels lowered from maximum depth of 10.4 m in the 1930s to 5.6 m in 1995. In 1987, densities were estimated at 2,500 individuals per m², however, in 1988 the lake's water level decreased by a further 60 cm as a result of a single outflow event (Ryan and Griffiths 2001). The species was not recorded in the area between 1992 and 2001 (Griffiths pers. comm. 2001). The species was thought to be extinct as a result of habitat loss through water abstraction (Ryan and Griffiths 2001). Water abstraction is still ongoing in the area as the lake's feeder streams and underlying aquifer continue to be used for agricultural purposes. Recently (2009) some fresh looking shells have been found at the lake, suggesting that it is possible that the species may survive in a small pocket, or has modified its habitat. Further survey work is required in order to identify whether these shells are 'subfossil' or whether the species survives somewhere at the lake.",,,,,,,Macedonia,,,,,No,No,Yes,"<em>Graecoanatolica macedonica</em> was endemic to Lake Dorjan, on the border of Macedonia and Greece. It was first described from shells taken from a site on the western shore of the lake, on the border of Macedonia and Greece (Ryan and Griffiths 2001).",This species is currently assessed as Extinct and is therefore not utilized. It was also not known to be utilized before its extinction.,Freshwater (=Inland waters),"Further survey work is required in order to identify whether the recently collected shells are 'subfossil' or whether the species survives somewhere at the lake.   As water quality needs to be good for these small freshwater gastropods, the use of fertilizer, pesticide and herbicide use for agricultural purposes needs to be drastically reduced.",Palearctic,1992,1992,FALSE,FALSE,"Global, Europe & Mediterranean",Graecoanatolica macedonica,Graecoanatolica macedonica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Graecoanatolica,macedonica,,,,,"Radoman &amp; Stanovic, 1978",,,
